Marca,Modelo,Ano,Motor,Transmissão,Homologação do Fluido,Quantidade de fluído,Filtro da transmissão,Conexão da máquina de troca de fluidos,Imagem Conector,Imagem Local da Conexao ,Video Procedimento,Link,FALSE
BMW,5-SERIE,2005-2011,L6 3.0L  V8 4.4L 4.8L,6HP19 / 6HP21 / 6HP26 / 6HP28,Homologação BMW 83 22,"Parcial (Carter): 5,2 LITROS
Total para Nível: 9,5 LITROS
Diálise: 11,50 LITROS",,Conector A32,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/110,
BMW,1-SERIE,2004-2007,L4 1.6L 2.0L,6HP19 A,Homologação BMW 83 22,"Parcial (Carter): 4,3 LITROS
Total para Nível: 9,5 LITROS
Diálise: 11,50 LITROS",,Conector A32,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/60,
BMW,1-SERIE,2006-2013,L4 2.0L L6 3.0L,6HP21,Homologação BMW 83 22,"Parcial (Carter): 4,3 LITROS
Total para Nível: 8,8 LITROS
Diálise: 10,8 LITROS",,Conector A71,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/62,
BMW,X6,2007-2013,L6 3.0L V8 4.4L,6HP21 / 6HP26,Homologação BMW 83 22,"Parcial (Carter): 5,2 LITROS
Total para Nível: 9,5 LITROS
Diálise: 12,0 LITROS","OEM: 091325429 /
0AT325429 /24117571227",Conector A32,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/185,
BMW,7-SERIE,2002-2012,L6 3.0L  V8 4.0L 4.4L 4.8L  V12 6.0L,6HP26,Homologação BMW 83 22,"Parcial (Carter): 5,35 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS","OEM: 091325429 /
0AT325429 /24117571227",Conector A71,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/138,
BMW,1-SERIE,2006-2013,L4 1.6L 2.0L,6L45,Homologação DEXRON VI,"Parcial (Carter): 6,3 LITROS
Total para Nível: 12,5 LITROS
Diálise: 14,0 LITROS",OEM: 24117593565,Conector A55,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1085,
BMW,3-SERIE,2005-2013 (6 SP),L4 2.0L L6 2.5L 3.0L,6L45,Homologação DEXRON VI,"Parcial (Carter): 6,3 LITROS
Total para Nível: 12,5 LITROS
Diálise: 14,0 LITROS",OEM: 24117593565,Conector A55,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1194,
BMW,X1,2009-2015,L4 2.0L (N46)  L6 3.0L (N52),6L45 / GA6L45R,Homologação DEXRON VI,"Parcial (Carter): 6,3 LITROS
Total para Nível: 12,5 LITROS
Diálise: 14,0 LITROS",OEM: 24117572617,Conector A55,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/152,
BMW,X3,2007-2010,L6 2.5L 3.0L,6L45 / GA6L45R,Homologação DEXRON VI,"Parcial (Carter): 6,3 LITROS
Total para Nível: 12,5 LITROS
Diálise: 14,0 LITROS",OEM: 24117572617,Conector A55,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/162,
BMW,M3,2013-2019,L6 3.0L  L6 3.2L,7DCI700,Homologação DCTF-1,"Parcial (Carter): 6,7 LITROS
Total para Nível: 9,0 LITROS
Diálise: 11,0 LITROS","OEM: 28107842840
28107842828",Conector A29,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1059,
BMW,M5,2011-2017,V8 4.4L,7DCI700,Homologação BMW DCTF-1,"Parcial (Carter): 6,7 LITROS
Total para Nível: 9,0 LITROS
Diálise: 11,0 LITROS","OEM: 28107842840
28107842828",Conector A29,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1314,
BMW,Z4,2011-2017 ( 35i - sDrive ),L6 3.0L,7DCI700,Homologação BMW DCTF-1,"Parcial (Carter): 6,7 LITROS
Total para Nível: 9,0 LITROS
Diálise: 11,0 LITROS","OEM: 28107842840
28107842828",Conector A29,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/197,
BMW,1-SERIE,2019-2024,L3 1.5L,7DCT300,Homologação DCTF-2,"Total para Nível: 4,50 LITROS",Não possui acesso ao filtro.,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/68,
BMW,2-SERIE,2019-2024,L3 1.5L L4 2.0L,7DCT300,Homologação DCTF-2,"Total para Nível: 4,50 LITROS",Não possui acesso ao filtro.,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/74,
BMW,X1,2022-2024,L3 1.5L (B38) L4 2.0L (B48),7DCT300,Homologação DCTF-2,"Total para Nível: 4,50 LITROS",Não possui acesso ao filtro.,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/157,
BMW,X2,2017-2021,L4 2.0L (B48),7DCT300,Homologação DCTF-2,"Total para Nível: 4,5 LITROS",Não possui acesso ao filtro.,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/158,
BMW,X2,2021-2025,L3 1.5L (B38)  L4 2.0L (B48),7DCT300,Homologação DCTF-2,"Total para Nível: 4,5 LITROS",Não possui acesso ao filtro.,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1312,
BMW,1-SERIE,2011-2019,L4 1.6L 2.0L L6 3.0L,8HP45,Homologação BMW 83 22,"Parcial (Carter): 4,3 LITROS
Total para Nível: 8,8 LITROS
Diálise: 10,8 LITROS",OEM: 0501 218 048,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/64,
BMW,X1,2009-2015,L4 2.0L (N20) L6 3.0L (N52),8HP45 / 8HP50 / 8HP51,Homologação BMW 83 22,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,50 LITROS","OEM: 24117624192 /
0501218048",Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/154,
BMW,4-SERIE,2013-2024,L4 2.0L L6 3.0L,8HP45 / 8HP50 / 8HP51 / 8HP75,Homologação BMW 83 22,"Parcial (Carter): 4,95 LITROS
Total para Nível: 9,0 LITROS
Diálise: 11,50 LITROS",OEM: 0501 218 048,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/98,
BMW,X3,2011-2018,L4 2.0L  L6 3.0L,8HP45 / 8HP50 / 8HP51X,Homologação BMW 83 22,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,50 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/165,
BMW,X6,2012-2024,L6 3.0L V8 4.0L 4.4L,8HP45 / 8HP50 / 8HP70,Homologação BMW 83 22,"Parcial (Carter): 4,95 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,50 LITROS","SHP45/50/51 8HP70/75

OEM: 24 118 612 901 OEM: 24 118 632 189",Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/188,
BMW,5-SERIE,2010-2024,L4 2.0L  L6 3.0L,8HP45 / 8HP50 / 8HP70 / 8HP75,Homologação BMW 83 22,"Parcial (Carter): 4,95 LITROS
Total para Nível: 9,5 LITROS
Diálise: 11,50 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/120,
BMW,6-SERIE,2010-2016,L6 3.0L V8 4.0L 4.4L,8HP45 / 8HP50 / 8HP70 / 8HP75,Homologação BMW 83 22,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,9 LITROS
Diálise: 11,50 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/987,
BMW,Z4,2011-2024,L4 2.0L  L6 3.0L,8HP45 / 8HP50 / 8HP70 / 8HP75,Homologação BMW 83 22,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,50 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/196,
BMW,X5,2011-2024,L6 3.0L V8 4.0L 4.4L,8HP45 / 8HP50 / 8HP70 / 8HP75 / 8HP76X,Homologação BMW 83 22,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,50 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/179,
BMW,3-SERIE,2013-2024,L4 1.6L 2.0L L6 3.0L,8HP45 / 8HP50 / 8HP70 / 8HP75PH - HZ,Homologação BMW 83 22,"Parcial (Carter): 4,95 LITROS
Total para Nível: 9,0 LITROS
Diálise: 11,50 LITROS",OEM: 24 118 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/93,
BMW,X4,2014-2024,L4 2.0L L6 3.0L,8HP45 / 8HP50 / 8HP75,Homologação BMW 83 22,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,50 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/171,
BMW,8-SERIE,2018-2022,L6 3.0L,8HP50,Homologação BMW 83 22,"Parcial (Carter): 5,2 LITROS
Total para Nível: 9,5 LITROS
Diálise: 11,50 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/148,
BMW,7-SERIE,2008-2017,L6 3.0L V8 4.0L 4.4L,8HP70 / 8HP70Z,Homologação BMW 83 22,"Parcial (Carter): 4,3 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,50 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/143,
BMW,M5,2018-2025,V8 4.4L BT,8HP70 / 8HP70Z,Homologação BMW 83 22,"Parcial (Carter): 4,3 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,5 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1315,
BMW,7-SERIE,2016-2024,L6 3.0L,8HP70 / 8HP75 / 8HP75PH,Homologação BMW 83 22,"Parcial (Carter): 4,3 LITROS
Total para Nível: 8,8 LITROS
Diálise: 12,0 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/147,
BMW,X3,2017-2024,L4 2.0L  L6 3.0L,8HP70 / 8HP75 / 8HP76X,Homologação BMW 83 22,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,50 LITROS",OEM: 24117604960,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/167,
BMW,5-SERIE,2017-2021,V8 4.4L,8HP70 / 8HP75 / 8HP95,Homologação BMW 83 22,"Parcial (Carter): 5,20 LITROS
Total para Nível: 9,5 LITROS
Diálise: 12,0 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/122,
BMW,M3,2020-2022,L6 3.0L  L6 3.2L,8HP70 / 8HP75PH,Homologação BMW 83 22,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1060,
BMW,X7,2018-2024,V8 4.4L,8HP70 / 8HP76X,Homologação BMW 83 22,"Parcial (Carter): 5,2 LITROS
Total para Nível: 9,2 LITROS
Diálise: 12,0 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/189,
BMW,I3,2016-2023,L2 0.6L,EVT,Homologação TES 29 5,,"EA
J",,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/149,
BMW,2-SERIE,2014-2018,L4 2.0L,GA8F22AW / TG81LS / AWF8F45 (8 SP F/4WD,Homologação BMW 83 22,"Parcial (Carter): 3,6 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS","1. Essa transmissão não possui válvula termostática, portanto não necessita aquecer o fluido para realizar
a diálise;

2. Não tem acesso ao filtro pelo cárter, portanto não tem necessidade de realizar o dreno parcial do
fluido;

3. Após realizar o diagnóstico preliminar, conectar a máquina de diálise e realizar a troca direto com a
quantidade total de fluído considerado para diálise;

4. Finalizado o processo de diálise do fluido, realizar o procedimento de aferição de nível, respeitando a

temperatura correta para essa transmissão;

5. Como nível correto do fluido, entre com scanner para apagar possíveis códigos de falhas que possam
ter armazenado na memória do modulo TCM, e verifique se há a opção de Reset da degradação do

fluído;

Atenção: Nunca realize o Reset de parâmetros adaptativos, esse reset só é realizado quando se
reforma a transmissão ou quando se faz serviço corretivo interno ou troca do módulo TCM;

Y Verifique a necessidade de realizar o Procedimento de aprendizado das marchas.",Conector A67,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/70,
BMW,X1,2015-2022,L4 2.0L (B48),GA8F22AW / TG81LS / AWF8F45 (8 SP F/4WD,Homologação BMW 83 22,"Parcial (Carter): 3,6 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A67,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/155,
BMW,X2,2021-2025,L4 2.0L (B48) - M35i,GA8G45AW / AWF8G45,Homologação BMW 83 22,"Parcial (Carter): 3,6 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A107,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1313,
BMW,M5,2005-2010,V10 5.0L,SMG III / GS7S47BG,Homologação MTF LT2 Transmissão  CHF 11S Robótica,"Parcial (Carter): 1,15 LITROS
Total para Nível: 2,80 LITROS","NOTA: O filtro dessa transmissão é reutilizável. Caso não haja danos na peça, como
amassado ou rompimento da tela filtrante, pode ser lavado e reutilizado.

OEM: 17 21 2 283 111",,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1318,
BMW,I8,2014-2022,L3 1.5L,TF72SC / AWF6F25 / GA6F21AW,Homologação BMW 83 22,"Parcial (Carter): 3,4 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A67,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/150,
BMW,X2,2017-2021,L3 1.5L (B38),TF72SC / AWF6F25 / GA6F21AW,Homologação BMW 83 22,"Parcial (Carter): 3,4 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A67,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1311,
BYD,SONG PLUS,2023-2025,L4 1.5L,BYD-DHT 30,Homologação EHSF-1,"Total para Nível: 3,6 LITROS",OEM: T65 17 111 00,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1316,
BYD,DOLPHIN MINI / GS / YUAN,2023-2025,EV - 75CV,EV1,Homologação BOT 38 4,"Total para Nível: 0,65 LITROS","1. Esse veículo não possui transmissão automática, a transmissão de força é realizada pelo diferencial;
2. O diferencial é acoplado diretamente no motor elétrico;

3. Esse sistema não possui filtro;

4. Após o escoamento total do fluido, reabastecer pelo bujão de Abastecimento e Nível do fluido;

5. Abastecer o fluido até transbordar pelo orifício do bujão;

Atenção: Nunca realize qualquer Reset de parâmetros adaptativos após a troca do fluido dessa transmissão.

v Essa transmissão não se faz o procedimento de aprendizado das embreagens após a troca do fluido.",,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1292,
CHERY,TIGGO  7,2018-2021,L4 1.5L T,625DHA / DPS6,Homologação BOT 35 0,"Total para Nível: 1,8 LITROS","1. Essa transmissão não se faz o procedimento de diálise para troca do fluido;

2. É uma transmissão automatizada de dupla embreagem seca com robótica 100% elétrica, portanto só
possui fluido na caixa de engrenagem;

3. Para trocar o fluido da caixa de engrenagem, escoar o fluido pelo bujão de dreno, localizado na parte
inferior da transmissão;

4. Com o motor desligado, aferir o nível pelo bujão de nível, localizado na parte traseira da transmissão,

próximo ao semi-eixo lado esquerdo.

Atenção: Nunca realize o Resetde parâmetros adaptativos ou Reset das embreagens, esse
reset só é realizado quando se reforma a transmissão ou quando realiza algum serviço corretivo interno,
troca das embreagens ou troca do módulo TCM;",,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1116,
CHERY,TIGGO 5X,2018-2022,L4 1.5L T,625DHA / DPS6,Homologação BOT 35 0,"Total para Nível: 1,8 LITROS","1. Essa transmissão não se faz o procedimento de diálise para troca do fluido;

2. É uma transmissão automatizada de dupla embreagem seca com robótica 100% elétrica, portanto só
possui fluido na caixa de engrenagem;

3. Para trocar o fluido da caixa de engrenagem, escoar o fluido pelo bujão de dreno, localizado na parte
inferior da transmissão;

4. Com o motor desligado, aferir o nível pelo bujão de nível, localizado na parte traseira da transmissão,

próximo ao semi-eixo lado esquerdo.

Atenção: Nunca realize o Resetde parâmetros adaptativos ou Reset das embreagens, esse
reset só é realizado quando se reforma a transmissão ou quando realiza algum serviço corretivo interno,
troca das embreagens ou troca do módulo TCM;",,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1115,
CHERY,TIGGO  7,2021-2024,L4 1.6L T,7DCT300,Homologação TITAN FFL-7A,"Total para Nível: 4,5 LITROS",Não possui acesso ao filtro.,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1117,
CHERY,TIGGO 8,2018-2024,L4 1.6L T,7DCT300,Homologação TITAN FFL-7A,"Total para Nível: 4,5 LITROS",Não possui acesso ao filtro.,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1118,
CHERY,TIGGO 2,2018-2023,L4 1.5L,AT4 / QR416AHA,Homologação SP III,"Parcial (Carter): 3,5 LITROS
Total para Nível: 6,9 LITROS
Diálise: 9,0 LITROS",OEM: 416AHA-1503230,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1113,
CHERY,TIGGO 3X,2021-2024,L3 1.0L  T,CVT18 / 018CHA / 018CHB,Homologação CVTF WCF-1,"Parcial (Carter): 3,6 LITROS
Total para Nível: 7,4 LITROS
Diálise: 9,5 LITROS","Nota: Consultar os filtros
pelo numero do chassi do
veículo pelo catálogo do seu
fornecedor. Pode sofrer
alteração de gerações.

OEM: 025CHA-1506400 /
025CHA-1506510",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1114,
CHERY,ARRIZO 5,2018-2020,L4 1.5L T,CVT19 / 019CHA / QR019CHB,Homologação ATF SP-III  Para mais informações consulte o Informativo Técnico abaixo,"Parcial (Carter): 3,8 LITROS
Total para Nível: 8,2 LITROS
Diálise: 10,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1112,
CHERY,ARRIZO 5,2021-2022,L4 1.5L,CVT25 / QR025CHC,Homologação CVTF WCF-1,"Parcial (Carter): 4,5 LITROS
Total para Nível: 7,5 LITROS
Diálise: 9,5 LITROS","OEM: 025CHA-1506400 /
025CHA-1506510

Bomba elétrica do sistema Start-Stop
(quando equipado)**",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1209,
CHERY,ARRIZO 6 PRO,2018-2024,L4 1.5L T  1.5L HYBRID,CVT25 / QR025CHC,Homologação CVTF WCF-1,"Parcial (Carter): 4,5 LITROS
Total para Nível: 7,5 LITROS
Diálise: 9,5 LITROS","OEM: 025CHA-1506400 /
025CHA-1506510

Bomba elétrica do sistema Start-Stop
(quando equipado)**",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1120,
CHERY,TIGGO  7,2021-2024,L4 1.5T HIBRIDO,CVT25 / QR025CHC,Homologação CVTF WCF-1,"Parcial (Carter): 4,5 LITROS
Total para Nível: 7,5 LITROS
Diálise: 9,5 LITROS","OEM: 025CHA-1506400 /
025CHA-1506510

Bomba elétrica do sistema Start-Stop
(quando equipado)**",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1166,
CHERY,TIGGO  7,2025-2026,L4 1.5T L4 1.5T HYBRID,CVT25 / QR025CHC,Homologação CVT WCF-1,"Parcial (Carter): 4,5 LITROS
Total para Nível: 7,5 LITROS
Diálise: 9,5 LITROS","OEM: 025CHA-1506400 /
025CHA-1506510

Bomba elétrica do sistema Start-Stop
(quando equipado)**",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1358,
CHERY,TIGGO 5X,2023-2025,L4 1.5L T,CVT25 / QR025CHC,Homologação CVTF WCF-1,"Parcial (Carter): 4,5 LITROS
Total para Nível: 7,5 LITROS
Diálise: 9,5 LITROS","OEM: 025CHA-1506400 /
025CHA-1506510

Bomba elétrica do sistema Start-Stop
(quando equipado)**",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1119,
CHERY,TIGGO 8,2018-2024,L4 1.5L HYBRID,DHT125 - eCVT,Homologação DHT 510 5,,"1. Essa transmissão é do tipo Hibrida, não se faz o processo de diálise para troca do fluido;
Essa transmissão não possui acesso ao filtro;

A troca do fluido dessa transmissão, é totalmente manual, pelo bujão de dreno;

PP Y N

Após o escoamento total do fluido, reabastecer pelo bujão de nível ou pelo bujão de abastecimento (quando
existir);

5. Realizar o procedimento de aferição de nível do fluido. Completar o nível se necessário.

Atenção: Nunca realize o Resetde parâmetros adaptativos, esse reset só é realizado quando se
reforma a transmissão, quando realiza algum serviço corretivo interno, ou quando ser faz atroca do módulo
TCM:

v Essa transmissão não se faz o procedimento de aprendizado das embreagens.",,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1229,
CHERY,TIGGO,2014-2018,L4 2.0L,QR425AHA,Homologação LT 7114 1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1149,
CHEVROLET,SILVERADO,2022-2025,V8 5.3L,10L80,Homologação DEXRON ULV,"Parcial (Carter): 7,6 LITROS
Total para Nível: 12,6 LITROS
Diálise: 14,5 LITROS",OEM: 24294355,Conector Universal,,https://drive.google.com/file/d/1KlFEkrlrrT9uXy8ftZQRB-lrE3aiXeaB/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1176,TRUE
CHEVROLET,SUBURBAN,2022-2025,V8 6.2L,10L80,Homologação DEXRON ULV,"Parcial (Carter): 7,6 LITROS
Total para Nível: 12,6 LITROS
Diálise: 14,5 LITROS",OEM: 24294355,Conector Universal,,https://drive.google.com/file/d/1KlFEkrlrrT9uXy8ftZQRB-lrE3aiXeaB/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1177,TRUE
CHEVROLET,CAMARO,2018-2024,V8 6.2L,10L90,Homologação DEXRON ULV,"Parcial (Carter): 7,7 LITROS
Total para Nível: 12,5 LITROS
Diálise: 14,5 LITROS",OEM: 24273800 / 24291343,Conector Universal,,https://drive.google.com/file/d/1l3KG9R9ZwnkoI15s3zVGFMrndMB6zfDQ/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/207,TRUE
CHEVROLET,BOLT,2021-2023,EUV-1,1ET25,Homologação DEXRON HP,"Parcial (Carter): 2,6 LITROS
Total para Nível: 2,95 LITROS",,não faz troca com máquina,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1276,TRUE
